frame_id,x_0,y_0,z_0,visibility_0,x_1,y_1,z_1,visibility_1,x_2,y_2,z_2,visibility_2,x_3,y_3,z_3,visibility_3,x_4,y_4,z_4,visibility_4,x_5,y_5,z_5,visibility_5,x_6,y_6,z_6,visibility_6,x_7,y_7,z_7,visibility_7,x_8,y_8,z_8,visibility_8,x_9,y_9,z_9,visibility_9,x_10,y_10,z_10,visibility_10,x_11,y_11,z_11,visibility_11,x_12,y_12,z_12,visibility_12,x_13,y_13,z_13,visibility_13,x_14,y_14,z_14,visibility_14,x_15,y_15,z_15,visibility_15,x_16,y_16,z_16,visibility_16,x_17,y_17,z_17,visibility_17,x_18,y_18,z_18,visibility_18,x_19,y_19,z_19,visibility_19,x_20,y_20,z_20,visibility_20,x_21,y_21,z_21,visibility_21,x_22,y_22,z_22,visibility_22,x_23,y_23,z_23,visibility_23,x_24,y_24,z_24,visibility_24,x_25,y_25,z_25,visibility_25,x_26,y_26,z_26,visibility_26,x_27,y_27,z_27,visibility_27,x_28,y_28,z_28,visibility_28,x_29,y_29,z_29,visibility_29,x_30,y_30,z_30,visibility_30,x_31,y_31,z_31,visibility_31,x_32,y_32,z_32,visibility_32
0,0.471750408411026,0.24371618032455444,0.17178620398044586,0.9977015852928162,0.4690505862236023,0.23092475533485413,0.1439049243927002,0.9973278045654297,0.46661606431007385,0.23050981760025024,0.1438945084810257,0.9975862503051758,0.4642868638038635,0.23041224479675293,0.1438676118850708,0.9968271851539612,0.47581058740615845,0.23109149932861328,0.14770251512527466,0.9970942735671997,0.47813358902931213,0.23084518313407898,0.1476641446352005,0.9973829388618469,0.48056262731552124,0.23074224591255188,0.14753036201000214,0.9966679215431213,0.46081629395484924,0.23753517866134644,0.045688871294260025,0.9976649284362793,0.48332977294921875,0.235746368765831,0.059692300856113434,0.9981732368469238,0.46790653467178345,0.25293102860450745,0.1417737603187561,0.9977453351020813,0.4751606583595276,0.25309017300605774,0.14554114639759064,0.9978860020637512,0.43039900064468384,0.30802494287490845,-0.04253966733813286,0.9998894929885864,0.5105729699134827,0.3068517744541168,0.05550228804349899,0.9987082481384277,0.41821712255477905,0.42393434047698975,-0.05533841997385025,0.9933440685272217,0.5275834202766418,0.4158523678779602,0.12977531552314758,0.8615610599517822,0.41520243883132935,0.5223142504692078,0.0006076154531911016,0.7706417441368103,0.4973209500312805,0.4377005994319916,0.25994008779525757,0.15531745553016663,0.4131552577018738,0.5479671359062195,-0.00047816839651204646,0.5747223496437073,0.4924960732460022,0.44969943165779114,0.2857571244239807,0.1133122444152832,0.4158264100551605,0.5456981062889099,0.0054982746951282024,0.5565699338912964,0.48183226585388184,0.4437682628631592,0.2810245454311371,0.11164733022451401,0.4189152121543884,0.5374423265457153,0.00381101225502789,0.5159062147140503,0.4835537075996399,0.4356818199157715,0.2609318792819977,0.11174162477254868,0.4512869715690613,0.5184206962585449,-0.044858429580926895,0.9991756081581116,0.4946959912776947,0.5156462788581848,0.04476296529173851,0.9971522092819214,0.45694369077682495,0.6841604113578796,-0.013134585693478584,0.9919484853744507,0.4895761013031006,0.6621817946434021,0.08017361164093018,0.860629677772522,0.47643089294433594,0.8474212884902954,0.017922362312674522,0.9704756140708923,0.4822539687156677,0.8165819048881531,0.14142851531505585,0.8258432149887085,0.4809531569480896,0.8693962693214417,0.02098505198955536,0.9800768494606018,0.4864678978919983,0.8346715569496155,0.14671455323696136,0.8716722726821899,0.46431678533554077,0.8769087791442871,-0.002861923770979047,0.8255658149719238,0.4757959246635437,0.8398692011833191,0.12225259840488434,0.5189472436904907
10,0.47780805826187134,0.24637113511562347,0.18751196563243866,0.9974347352981567,0.47498756647109985,0.2339639812707901,0.16109374165534973,0.9969779849052429,0.47278791666030884,0.2334088236093521,0.16109666228294373,0.9972416758537292,0.4705514907836914,0.23305918276309967,0.16108177602291107,0.9964668154716492,0.48169222474098206,0.23465968668460846,0.16467493772506714,0.9965879917144775,0.4841679036617279,0.23452629148960114,0.16462625563144684,0.9968864321708679,0.48683327436447144,0.2343382090330124,0.16453957557678223,0.996178925037384,0.46780985593795776,0.2394990473985672,0.05988488346338272,0.9971957802772522,0.4890917241573334,0.2390984445810318,0.07375004142522812,0.997471809387207,0.47500091791152954,0.2552051842212677,0.15563857555389404,0.9974280595779419,0.48111867904663086,0.2569078803062439,0.1594676822423935,0.9974803924560547,0.4375559389591217,0.30845263600349426,-0.026113688945770264,0.999875545501709,0.5169057846069336,0.3104669749736786,0.056627143174409866,0.9985010623931885,0.42406997084617615,0.4253017008304596,-0.03574516996741295,0.9923131465911865,0.5326329469680786,0.4220997393131256,0.10080692917108536,0.8647305369377136,0.4282917082309723,0.5067746639251709,0.016692647710442543,0.7401192784309387,0.505355179309845,0.44635578989982605,0.17278952896595,0.15390880405902863,0.4302278161048889,0.5291951298713684,0.016843264922499657,0.5477263927459717,0.4970575273036957,0.45826372504234314,0.1878671497106552,0.11285091936588287,0.43429675698280334,0.5227044224739075,0.0241392869502306,0.5300368666648865,0.4927617013454437,0.4457004964351654,0.1829761564731598,0.11104747653007507,0.43479424715042114,0.5151628851890564,0.020322171971201897,0.4913032352924347,0.4941738247871399,0.4429496228694916,0.1718534678220749,0.11101874709129333,0.45635539293289185,0.5225285887718201,-0.04326248541474342,0.9992182850837708,0.4999338686466217,0.5191083550453186,0.04312828555703163,0.9972674250602722,0.4661734998226166,0.68319171667099,-0.0006859371205791831,0.9911591410636902,0.49135175347328186,0.6619324684143066,0.08571569621562958,0.8581618070602417,0.4819001257419586,0.8430951237678528,0.0005965618183836341,0.9708035588264465,0.48245158791542053,0.8110718727111816,0.11618810892105103,0.8264164924621582,0.4879768490791321,0.8661543130874634,0.0005691807018592954,0.9799991846084595,0.4864538609981537,0.8287522792816162,0.11851034313440323,0.8741502165794373,0.472443163394928,0.8765461444854736,-0.02757086791098118,0.8288648724555969,0.4775661528110504,0.8389713764190674,0.09632527083158493,0.5250092148780823
20,0.4918229579925537,0.2485179305076599,0.18411549925804138,0.9975107312202454,0.48904794454574585,0.23681490123271942,0.15753528475761414,0.9970454573631287,0.48682504892349243,0.23592959344387054,0.15754172205924988,0.9972867369651794,0.4845271706581116,0.23515325784683228,0.15752848982810974,0.9965699315071106,0.49563154578208923,0.23792849481105804,0.16134652495384216,0.9966496229171753,0.49795785546302795,0.23780196905136108,0.1613011211156845,0.9969171285629272,0.5002132654190063,0.23756274580955505,0.16121844947338104,0.9962574243545532,0.4818784296512604,0.2403043955564499,0.05747668072581291,0.9971773624420166,0.5018795728683472,0.24196866154670715,0.07231947034597397,0.9973968267440796,0.4888673722743988,0.25702473521232605,0.1527549773454666,0.9974625110626221,0.4947052001953125,0.259271502494812,0.15670685470104218,0.9975077509880066,0.45026206970214844,0.30808791518211365,-0.024776527658104897,0.9998586177825928,0.5282488465309143,0.31121915578842163,0.050073616206645966,0.9984230995178223,0.4357666075229645,0.42012819647789,-0.040614161640405655,0.992160439491272,0.5449190735816956,0.4191015362739563,0.07392611354589462,0.8694047927856445,0.44057798385620117,0.48766329884529114,0.003805986139923334,0.7329407334327698,0.5189195275306702,0.4411652386188507,0.13039229810237885,0.1518702208995819,0.44245749711990356,0.5081092715263367,0.0032581747509539127,0.5416260361671448,0.5105842351913452,0.45750460028648376,0.1448161005973816,0.11239936947822571,0.44637003540992737,0.5022604465484619,0.011727253906428814,0.5244393944740295,0.5078407526016235,0.44165971875190735,0.1400090754032135,0.1104269027709961,0.44696444272994995,0.49442219734191895,0.007818948477506638,0.4840763509273529,0.508820116519928,0.4385140836238861,0.12965503334999084,0.10990887880325317,0.4662169814109802,0.5218997597694397,-0.029565483331680298,0.9992390871047974,0.5081682801246643,0.5189921259880066,0.0294501930475235,0.9973921775817871,0.47393685579299927,0.6622312664985657,0.018815739080309868,0.9905198812484741,0.5024528503417969,0.6532788872718811,0.07246813923120499,0.8673232793807983,0.49333563446998596,0.8064515590667725,-0.00030926609179005027,0.9718456268310547,0.4914480745792389,0.80068039894104,0.06638796627521515,0.8381005525588989,0.4999219477176666,0.8208640217781067,-0.0013904573861509562,0.9809768795967102,0.4948471486568451,0.8162922263145447,0.06592556089162827,0.8831023573875427,0.4916993975639343,0.8543634414672852,-0.02545330487191677,0.8356366753578186,0.48938408493995667,0.8383941650390625,0.03931296616792679,0.5473770499229431
30,0.502673864364624,0.23694950342178345,0.1799784004688263,0.9977262616157532,0.49974966049194336,0.2252093255519867,0.15542176365852356,0.9972906708717346,0.49746865034103394,0.22468164563179016,0.15545210242271423,0.99750816822052,0.495156466960907,0.22430290281772614,0.15548044443130493,0.9968620538711548,0.5065472722053528,0.22533676028251648,0.15969756245613098,0.9969288110733032,0.5088279247283936,0.22500760853290558,0.1596532166004181,0.9971619844436646,0.5111123919487,0.22466428577899933,0.15953360497951508,0.9965628981590271,0.4927709996700287,0.22829176485538483,0.056170206516981125,0.9973959922790527,0.5134732127189636,0.22977803647518158,0.07772257924079895,0.997570812702179,0.49933522939682007,0.24593707919120789,0.1490733027458191,0.9976428151130676,0.5056901574134827,0.2469462901353836,0.15567854046821594,0.997690737247467,0.46505865454673767,0.291243314743042,-0.034997761249542236,0.9998624920845032,0.5421427488327026,0.2970879375934601,0.07488429546356201,0.9984301924705505,0.4499133229255676,0.40383076667785645,-0.07770206034183502,0.9927383661270142,0.5572205781936646,0.40163880586624146,0.1319681853055954,0.8599125742912292,0.4494689106941223,0.4819951355457306,-0.038542117923498154,0.7519022822380066,0.5249797105789185,0.4251854419708252,0.20635564625263214,0.1464616358280182,0.44910845160484314,0.502395749092102,-0.041859742254018784,0.5698971152305603,0.5172742605209351,0.4417525827884674,0.22670307755470276,0.10968726873397827,0.4518369734287262,0.5001845359802246,-0.03196351230144501,0.553733229637146,0.511893630027771,0.4332253038883209,0.2088216245174408,0.107692189514637,0.4534389078617096,0.4921722114086151,-0.033233605325222015,0.5108647346496582,0.5158504843711853,0.4224250018596649,0.20230893790721893,0.10680025070905685,0.4822181761264801,0.5015767216682434,-0.03210487589240074,0.9992672801017761,0.521718442440033,0.5088032484054565,0.031984176486730576,0.9975773096084595,0.47735732793807983,0.6295052766799927,0.025153374299407005,0.9899066090583801,0.5144262909889221,0.643230140209198,0.08764591813087463,0.8763762712478638,0.5013337731361389,0.7541272640228271,0.002967889653518796,0.9732977151870728,0.5035083293914795,0.7890914082527161,0.0755431205034256,0.85136878490448,0.5078135132789612,0.7661536931991577,0.00010820462193805724,0.98209148645401,0.5057628154754639,0.8099008202552795,0.07365986704826355,0.8924400210380554,0.49750128388404846,0.8041229844093323,0.0027531017549335957,0.8462995290756226,0.4953473210334778,0.8261138200759888,0.05042387172579765,0.575066864490509
40,0.5122653245925903,0.21573901176452637,0.1930340826511383,0.9979225397109985,0.5086512565612793,0.2042354941368103,0.1648477166891098,0.9975149631500244,0.5061121582984924,0.20402120053768158,0.16486254334449768,0.9977190494537354,0.5037410855293274,0.20403195917606354,0.16487766802310944,0.9971320629119873,0.516446590423584,0.20399394631385803,0.17133793234825134,0.9971826076507568,0.5191773772239685,0.20373782515525818,0.1713012009859085,0.9973943829536438,0.5216712951660156,0.20356208086013794,0.17124369740486145,0.9968375563621521,0.5015525817871094,0.2099435031414032,0.05744997411966324,0.9976176619529724,0.5240521430969238,0.20903506875038147,0.08371298015117645,0.9977417588233948,0.5085680484771729,0.2251937836408615,0.15881317853927612,0.9978058338165283,0.5159849524497986,0.22523844242095947,0.1664036065340042,0.9978498220443726,0.4742352068424225,0.27660539746284485,-0.046785250306129456,0.9998698234558105,0.5531817674636841,0.27816781401634216,0.08809957653284073,0.9983611106872559,0.46105948090553284,0.39339032769203186,-0.09091337025165558,0.9933054447174072,0.5659466981887817,0.380209743976593,0.16120311617851257,0.8192703723907471,0.45527511835098267,0.47958865761756897,-0.03666561841964722,0.7724433541297913,0.529900312423706,0.39406153559684753,0.26959124207496643,0.13699795305728912,0.45303410291671753,0.5031586289405823,-0.0409359410405159,0.6024307012557983,0.5210340023040771,0.39005953073501587,0.294769823551178,0.10453734546899796,0.4545365869998932,0.5026199817657471,-0.03000624105334282,0.5872132778167725,0.5186272859573364,0.38711607456207275,0.2857692241668701,0.10275522619485855,0.45669692754745483,0.4942743182182312,-0.030512597411870956,0.5436616539955139,0.5210599303245544,0.3861680328845978,0.268551766872406,0.1016215980052948,0.4942588806152344,0.4875599443912506,-0.041000060737133026,0.9993268251419067,0.5353984236717224,0.4946478009223938,0.040795765817165375,0.9977892637252808,0.48256915807724,0.6108232140541077,0.030205518007278442,0.9907003045082092,0.5299615263938904,0.6328940391540527,0.1252025067806244,0.8877544403076172,0.5037438869476318,0.7540249228477478,0.011184562928974628,0.9756858348846436,0.5231109857559204,0.7832534909248352,0.09314649552106857,0.865562379360199,0.5104789733886719,0.7737723588943481,0.0118476040661335,0.9836995601654053,0.5247536897659302,0.804133951663971,0.09670199453830719,0.9024763107299805,0.49034351110458374,0.8060089349746704,0.018519867211580276,0.8575584888458252,0.5082145929336548,0.8152162432670593,0.06913235038518906,0.6055576801300049
50,0.5124030113220215,0.21012242138385773,0.2687397599220276,0.9980947375297546,0.5094940662384033,0.19756004214286804,0.2386520802974701,0.9977118968963623,0.5072137117385864,0.19734634459018707,0.23865894973278046,0.9979058504104614,0.5048443078994751,0.1974344104528427,0.23863986134529114,0.9973737597465515,0.516349732875824,0.19698645174503326,0.2468378096818924,0.9974095821380615,0.5189562439918518,0.1963927447795868,0.24680864810943604,0.9976055026054382,0.5217212438583374,0.1958906203508377,0.2467503845691681,0.9970892071723938,0.5027527213096619,0.20412421226501465,0.1188584715127945,0.9978118538856506,0.5248762965202332,0.20145395398139954,0.15230868756771088,0.9978829026222229,0.5091296434402466,0.21971943974494934,0.23019027709960938,0.9979445934295654,0.5157939195632935,0.21945548057556152,0.2392178475856781,0.9979825615882874,0.47842517495155334,0.2716294527053833,-0.00540358480066061,0.9998701214790344,0.5577918887138367,0.2721683382987976,0.14619536697864532,0.9981727600097656,0.46815022826194763,0.38835397362709045,-0.04185028001666069,0.9937679767608643,0.5698697566986084,0.36980587244033813,0.22623248398303986,0.7883163094520569,0.45896831154823303,0.47817090153694153,0.034979939460754395,0.7890526652336121,0.5365729331970215,0.38706856966018677,0.3452121317386627,0.12639424204826355,0.4562285542488098,0.503673791885376,0.031783249229192734,0.6280795335769653,0.5273832082748413,0.38458746671676636,0.3716767430305481,0.09753106534481049,0.45640596747398376,0.5021719336509705,0.04383714497089386,0.6134220957756042,0.524614155292511,0.3818484842777252,0.36287999153137207,0.09588637202978134,0.4585708677768707,0.494035542011261,0.04211030155420303,0.5672679543495178,0.5269089937210083,0.37672072649002075,0.3441512882709503,0.09494250267744064,0.4977383613586426,0.4754021167755127,-0.04368003085255623,0.9993751645088196,0.5398986339569092,0.4795600473880768,0.04347516596317291,0.9979674220085144,0.4867238998413086,0.6023979187011719,0.022776592522859573,0.9915128350257874,0.5338355302810669,0.6237077116966248,0.11662008613348007,0.8987002968788147,0.4987126886844635,0.7581297755241394,0.011223734356462955,0.9778013229370117,0.5329508185386658,0.7759231328964233,0.10172432661056519,0.8783559203147888,0.5048309564590454,0.7825319766998291,0.012699401006102562,0.9851559400558472,0.5303459763526917,0.8006766438484192,0.10355524718761444,0.9116609692573547,0.4872376322746277,0.7790635228157043,0.012807806953787804,0.8632087707519531,0.5230206251144409,0.7969738245010376,0.07877938449382782,0.6234076619148254
60,0.5104547739028931,0.20862248539924622,0.2642076313495636,0.9982671141624451,0.5076311826705933,0.19751302897930145,0.2365635335445404,0.997911810874939,0.5055117011070251,0.19742493331432343,0.23656144738197327,0.9980926513671875,0.503362774848938,0.1975717544555664,0.2365473210811615,0.9976109266281128,0.5142170786857605,0.19671766459941864,0.2439785748720169,0.9976362586021423,0.5165499448776245,0.19616256654262543,0.2439463585615158,0.9978159666061401,0.5190038681030273,0.1957227736711502,0.24390757083892822,0.9973415732383728,0.5014278888702393,0.20354779064655304,0.12473161518573761,0.9980068206787109,0.52327561378479,0.20055952668190002,0.15574432909488678,0.9980453848838806,0.5076839923858643,0.21751423180103302,0.22847425937652588,0.9981164336204529,0.5145099759101868,0.21687191724777222,0.23682717978954315,0.9981458783149719,0.47902923822402954,0.264923095703125,0.013572153635323048,0.9998766779899597,0.5548185110092163,0.26945459842681885,0.14272531867027283,0.9981869459152222,0.4710163176059723,0.3780527412891388,-0.014379111118614674,0.9942244291305542,0.5706635117530823,0.3668005168437958,0.20999030768871307,0.7775138020515442,0.4607941210269928,0.46505868434906006,0.059860117733478546,0.8066350221633911,0.5378096699714661,0.39549386501312256,0.30985164642333984,0.11870470643043518,0.4581827223300934,0.49142083525657654,0.05971657484769821,0.6571855545043945,0.5289725065231323,0.39950162172317505,0.3315839171409607,0.09286519140005112,0.4582445025444031,0.4897591173648834,0.06929556280374527,0.6433702707290649,0.5257142186164856,0.3959678113460541,0.32382234930992126,0.09125236421823502,0.46031999588012695,0.4806520640850067,0.06640233844518661,0.596747636795044,0.5279890298843384,0.3900320827960968,0.30861684679985046,0.09059806913137436,0.4972338080406189,0.4661736488342285,-0.04030027240514755,0.9994306564331055,0.5375277996063232,0.4725678265094757,0.04003855586051941,0.9981516003608704,0.49229854345321655,0.5990652441978455,0.053276192396879196,0.9921844601631165,0.5344641208648682,0.6128575801849365,0.1251494139432907,0.9085851311683655,0.49917086958885193,0.7411466240882874,0.00810726173222065,0.9797649383544922,0.5370275378227234,0.7635228633880615,0.07044198364019394,0.8901095986366272,0.5032430291175842,0.7632774114608765,0.005656504537910223,0.9865269064903259,0.5341118574142456,0.7863038182258606,0.06513006240129471,0.9202207326889038,0.4905778765678406,0.7517217993736267,-0.0034109330736100674,0.871495246887207,0.5304770469665527,0.7841112613677979,0.046057816594839096,0.6500706076622009
70,0.5060027241706848,0.20575203001499176,0.156670480966568,0.9983742833137512,0.5031626224517822,0.1949852555990219,0.1279882788658142,0.9980186223983765,0.5010644793510437,0.1949068009853363,0.12797018885612488,0.9982035160064697,0.4989403784275055,0.19499248266220093,0.12796810269355774,0.9977596998214722,0.5096709728240967,0.19428183138370514,0.13752922415733337,0.9977380633354187,0.511971652507782,0.1938610076904297,0.13750235736370087,0.997911274433136,0.5143002271652222,0.19352364540100098,0.1374659240245819,0.9974392056465149,0.4972865581512451,0.1999925822019577,0.02468925155699253,0.9981299638748169,0.5182249546051025,0.19851720333099365,0.06553439795970917,0.9980596303939819,0.5031029582023621,0.21512864530086517,0.12464803457260132,0.9982122182846069,0.5095940828323364,0.21459493041038513,0.13590481877326965,0.9982126355171204,0.47550439834594727,0.2588191032409668,-0.07099292427301407,0.999883770942688,0.5485433340072632,0.2624356150627136,0.0822654590010643,0.9981465935707092,0.4706892967224121,0.3685903251171112,-0.10162878036499023,0.9945501685142517,0.5666215419769287,0.3566843569278717,0.17329834401607513,0.75932776927948,0.45992207527160645,0.45282718539237976,-0.04654940590262413,0.8227414488792419,0.5330803394317627,0.3717024624347687,0.2651573717594147,0.11774884909391403,0.4573759436607361,0.4813041687011719,-0.05113963037729263,0.6845592856407166,0.5249863266944885,0.3736438453197479,0.2860763370990753,0.0959702581167221,0.4578994810581207,0.4789848327636719,-0.0423661433160305,0.6716956496238708,0.5219154357910156,0.36669859290122986,0.27316373586654663,0.09466715157032013,0.45993074774742126,0.4696265459060669,-0.040586017072200775,0.6255953907966614,0.5241841077804565,0.3652898967266083,0.26141679286956787,0.09332028031349182,0.4932977259159088,0.46307340264320374,-0.04639413207769394,0.9994769096374512,0.533455491065979,0.465647429227829,0.04615739360451698,0.9983028173446655,0.49095621705055237,0.5938224792480469,0.04175913333892822,0.9928450584411621,0.533363938331604,0.5977582931518555,0.13795146346092224,0.9171474575996399,0.501698911190033,0.7342772483825684,0.0167655348777771,0.9816281795501709,0.5390173196792603,0.7309346795082092,0.11716651916503906,0.9005326628684998,0.5075160264968872,0.7541596293449402,0.01671075075864792,0.987753689289093,0.5361917018890381,0.7547207474708557,0.11611082404851913,0.9276027679443359,0.4918418824672699,0.7606247067451477,0.002106116386130452,0.8819066882133484,0.5275930166244507,0.7696884274482727,0.10187868773937225,0.6768600940704346
80,0.5039077401161194,0.19482743740081787,0.14693857729434967,0.9984354376792908,0.5009612441062927,0.18342113494873047,0.12110183387994766,0.9980913400650024,0.49880725145339966,0.18326584994792938,0.12107165157794952,0.9982918500900269,0.4966585040092468,0.18329137563705444,0.12106456607580185,0.9978703260421753,0.5074775815010071,0.18274913728237152,0.1255110204219818,0.9977670907974243,0.5097776651382446,0.1822669953107834,0.12546977400779724,0.9979549050331116,0.5120850205421448,0.1819273829460144,0.12542060017585754,0.9974432587623596,0.49479469656944275,0.1884469985961914,0.025669986382126808,0.998222827911377,0.5157140493392944,0.18711672723293304,0.04361863061785698,0.9980583190917969,0.5008747577667236,0.2038036584854126,0.11747957766056061,0.9982745051383972,0.507320761680603,0.2031800001859665,0.12224850803613663,0.9982317686080933,0.47155070304870605,0.2511850893497467,-0.05397556349635124,0.9998898506164551,0.5461342930793762,0.2509874701499939,0.043267544358968735,0.9981502294540405,0.4667417109012604,0.36213022470474243,-0.08132613450288773,0.9947671890258789,0.56279456615448,0.34401804208755493,0.1324351727962494,0.7611654996871948,0.4559084475040436,0.4493398070335388,-0.0311684999614954,0.8359779715538025,0.5299443006515503,0.3592322766780853,0.25525161623954773,0.11901763826608658,0.45327481627464294,0.47739824652671814,-0.032664235681295395,0.7058773636817932,0.5222688317298889,0.36000412702560425,0.28033190965652466,0.09981294721364975,0.4543018937110901,0.4762513339519501,-0.02458970621228218,0.6937426328659058,0.5185908079147339,0.3569541871547699,0.27039849758148193,0.09898480772972107,0.4566175043582916,0.46743613481521606,-0.026062974706292152,0.6462974548339844,0.5207167267799377,0.3509230315685272,0.2540489733219147,0.09644394367933273,0.490078866481781,0.4522353410720825,-0.02964698150753975,0.9995251893997192,0.5300885438919067,0.4496556222438812,0.02930370904505253,0.9984534978866577,0.48941248655319214,0.5846109986305237,0.05252094939351082,0.9934020042419434,0.530849039554596,0.5771258473396301,0.11487992107868195,0.924936830997467,0.5035472512245178,0.7238093018531799,-0.04813103750348091,0.9833594560623169,0.5348290205001831,0.6921582818031311,0.024075515568256378,0.9100965857505798,0.5075722932815552,0.7426661849021912,-0.0569753460586071,0.988922119140625,0.5323106646537781,0.7099161744117737,0.01673504151403904,0.9344775676727295,0.5015066862106323,0.7537538409233093,-0.08843997865915298,0.8917638063430786,0.5286294221878052,0.74420166015625,-0.010555588640272617,0.7032041549682617
90,0.5026979446411133,0.18901485204696655,0.1220584511756897,0.9985217452049255,0.4997927248477936,0.17718197405338287,0.09403915703296661,0.9981896877288818,0.49760133028030396,0.17697586119174957,0.09402836114168167,0.9983891844749451,0.4954164922237396,0.17697420716285706,0.09402404725551605,0.9979895949363708,0.5064219236373901,0.17627699673175812,0.10123436152935028,0.9978592395782471,0.5087626576423645,0.17563225328922272,0.10119996219873428,0.9980451464653015,0.5111702084541321,0.17524483799934387,0.10114027559757233,0.9975261092185974,0.4934443533420563,0.18219241499900818,-0.005949708167463541,0.9982994198799133,0.5145077109336853,0.18071751296520233,0.023858364671468735,0.9980733394622803,0.4996206760406494,0.19806331396102905,0.09060848504304886,0.9983553886413574,0.5061559677124023,0.19708985090255737,0.09888811409473419,0.9982824325561523,0.46924543380737305,0.24596866965293884,-0.09202583879232407,0.9998947381973267,0.5459194183349609,0.24337773025035858,0.04033535718917847,0.9981309771537781,0.46266254782676697,0.35862743854522705,-0.10013393312692642,0.9945838451385498,0.5592671036720276,0.33838334679603577,0.1338053196668625,0.7527943849563599,0.4534655511379242,0.4461979866027832,-0.031815070658922195,0.8436652421951294,0.5284143686294556,0.35016539692878723,0.2659609317779541,0.12194842845201492,0.45110979676246643,0.47276708483695984,-0.03161999210715294,0.7190074920654297,0.5220335721969604,0.348925918340683,0.297152042388916,0.10619613528251648,0.4524092674255371,0.4719555675983429,-0.02420637384057045,0.707321047782898,0.5170051455497742,0.3433535397052765,0.28819385170936584,0.10562597960233688,0.4547801613807678,0.46462079882621765,-0.026537250727415085,0.6575585007667542,0.5194476842880249,0.34179991483688354,0.2658385634422302,0.10208979994058609,0.48817628622055054,0.44400084018707275,-0.047298915684223175,0.9995663166046143,0.5283287763595581,0.4400419592857361,0.0468803271651268,0.9985741972923279,0.48846468329429626,0.579821765422821,0.040190842002630234,0.9938616156578064,0.527983546257019,0.5589733719825745,0.15297172963619232,0.9304454922676086,0.5054922699928284,0.724822461605072,-0.02372894063591957,0.9848803877830505,0.5285974740982056,0.6915335059165955,0.1420375257730484,0.9176465272903442,0.5096285939216614,0.7426897883415222,-0.02681729756295681,0.9899100661277771,0.5274209976196289,0.7147200703620911,0.1420542299747467,0.9396559000015259,0.4991191327571869,0.7499250769615173,-0.04955003038048744,0.9011721014976501,0.52149498462677,0.7272968888282776,0.13201649487018585,0.7222071290016174
